phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
+41 765351602,Emilio Fankhauser,"Schweizerstrasse 9
4312 Sarnen",2001-08-20,Asia/Dhaka,22:ed:a5:77:76:d6,40994,176.042969,CH,$10.69,Stäfa,1986-08-18T12:58:19,-55.046801
+41 774684976,Georg Schuler,"Gigerstrasse 596
1868 Gossau",2007-12-28,America/Argentina/San_Juan,6e:af:b1:ea:c6:ad,44,-127.925324,CH,$977.19,Chêne-Bougeries,2010-04-12T09:43:07,0.097762
+41 0764653225,Lean Bachmann,"Pfisterstrasse 94
6818 Risch",2017-07-08,America/Caracas,20:cb:d7:a4:0b:e6,404048,-146.194051,CH,$405.95,Onex,1970-09-02T20:07:09,-30.492753
+41(0)782275830,Marica Gasser,"Leustrasse 45
7811 Weinfelden",2006-10-16,America/Guatemala,27:b4:9b:8c:bf:3b,297,-100.541461,CH,$7.90,Winterthur,2018-10-25T21:59:59,71.995249
+41(0)767303979,Devin Schuler,"Ammannstrasse 29
1322 Weinfelden",2015-08-21,America/Barbados,ad:ec:f7:74:2a:c8,6325,-75.008090,CH,$210.06,Bern,1973-08-14T21:37:31,-31.4809885
+41(0)773930242,Ivica Burri,"Schumacherstrasse 53
4834 Worb",2007-01-28,Pacific/Tongatapu,89:bb:8e:17:07:9c,6,54.144453,CH,$3.39,Münchenbuchsee,1988-05-11T15:31:45,-41.0612495
+41 760585084,Sofia Ernst,"Wyssstrasse 3
5067 Thun",2020-04-27,Africa/Sao_Tome,7d:62:3a:e9:f2:cd,5296,173.763654,CH,"$5,618.67",Lenzburg,2015-07-18T10:40:39,49.7944165
+410763934855,Fernanda Wüthrich,"Bühlmannstrasse 93
8932 Wallisellen",2020-08-28,Europe/Stockholm,b9:e7:e3:ab:3b:9b,51,90.086502,CH,$3.97,Küssnacht,1999-07-18T06:36:10,22.424691
+41 0761556938,Julian Rey,"Bernasconistrasse 67
3683 Worb",1997-12-04,Pacific/Funafuti,98:3d:71:92:f4:71,426747477,154.150520,CH,$284.08,Freienbach,1994-07-07T05:54:48,-75.036625
0776414715,Louis Hartmann,"Joststrasse 74
2120 Birsfelden",2000-01-23,Pacific/Fiji,4f:32:8f:10:f7:66,22,82.759243,CH,$3.06,Brig-Glis,2006-05-29T02:05:55,20.196685
+41 0777437681,Goran Herzog,"Baderstrasse 93
7593 Spreitenbach",1981-05-09,Africa/Ndjamena,0c:0d:37:83:69:ca,462759007,111.855225,CH,$5.48,Steffisburg,2022-12-29T15:54:19,-33.0202295
+410787405331,Jacqueline Kälin,"Felderstrasse 76
2052 Carouge",1993-04-01,Pacific/Tongatapu,93:89:71:06:9d:ed,2612715,-109.602904,CH,"$14,554.54",Wald,2019-03-23T22:57:59,-4.542887
+410775897355,Niko Seiler,"Islerstrasse 97
1138 Horw",2020-12-28,Asia/Nicosia,68:01:d0:1e:8e:72,215502,3.232995,CH,"$72,945.66",La Tour-de-Peilz,1978-03-31T18:11:18,40.021425
+410794594338,Miran Tobler,"Peterstrasse 848
5788 La Tour-de-Peilz",2009-06-26,Africa/Lagos,91:52:3b:f8:63:e7,61,-107.608671,CH,$9.14,Neuenburg,1999-06-14T04:20:57,-84.7225395
+410787524242,Morgane Berger,"Bolligerstrasse 99
8670 Zürich",2018-06-25,Asia/Bishkek,32:5e:d5:84:44:fb,3221,157.106071,CH,"$2,731.96",Binningen,2008-05-30T15:26:10,-55.6105725
+410776840970,Besart Gut,"Hirtstrasse 75
4039 Yverdon-les-Bains",1983-11-02,Europe/Prague,8d:69:8e:f3:58:11,75942393,78.378156,CH,$21.25,Wohlen,1997-01-02T17:44:22,45.968369
+41 780224843,Barbara Scheidegger,"Pfisterstrasse 1
9737 Ostermundigen",2009-03-09,America/Asuncion,1c:6e:85:d9:8f:66,40518109,-106.132331,CH,"$7,995.73",Zofingen,1974-06-09T12:56:08,77.0555165
+41763812532,Ljubica Maier,"Studerstrasse 303
2669 Steffisburg",2009-01-07,Africa/Monrovia,55:fd:03:54:b6:1b,2025,-151.389903,CH,$98.86,Richterswil,1995-10-01T08:06:01,-36.6317415
+41 770013336,Rose Ammann,"Vogelstrasse 594
5702 Pratteln",1986-10-24,Europe/Paris,e1:65:d6:18:da:bb,57072,-169.530334,CH,$8.70,Ebikon,1973-11-26T22:45:29,26.130470
+41 0761794725,Florin Fischer,"Portmannstrasse 664
6242 Vevey",2022-04-07,Africa/Cairo,97:8c:0e:ab:89:76,877290,-146.919812,CH,$150.39,Veyrier,1976-11-05T09:44:32,-32.777398
+41(0)785751794,Léon Rey,"Rüeggstrasse 37
1677 Zollikofen",2010-06-18,Asia/Nicosia,60:59:4c:36:82:24,88264559,66.371436,CH,$712.28,Dietikon,2010-08-16T01:23:24,-72.4356425
0762701298,Danielle Meili,"Hirtstrasse 91
2680 Arbon",2015-04-17,Africa/Brazzaville,48:83:63:50:99:81,3948404,-82.099396,CH,$0.42,Bassersdorf,2022-02-02T05:19:55,23.1496255
0790506827,Kamil Winkler,"Albrechtstrasse 1
3011 Pully",1982-06-14,Europe/Zagreb,67:fd:70:fa:b2:5d,68,32.983764,CH,$14.32,Yverdon-les-Bains,1970-05-24T07:35:45,-77.974453
+41(0)780567500,Gustav Merz,"Schaubstrasse 711
5877 Basel",2018-09-18,America/Bogota,2c:85:35:c2:bf:20,654,143.318300,CH,$2.77,Küssnacht,1985-04-12T18:10:17,-66.361386
0763725681,Liana Kuhn,"Stettlerstrasse 13
6255 La Chaux-de-Fonds",2010-11-05,Africa/Banjul,74:4d:2b:13:91:ce,99404212,162.578471,CH,$378.33,Pully,1980-04-04T18:54:33,-52.2310215
+41(0)767330030,Vittorio Schmid,"Beckstrasse 4
6501 Stäfa",1988-03-01,Asia/Tbilisi,eb:53:33:e4:82:ab,3568824,90.103207,CH,"$11,347.49",Steffisburg,2022-09-04T17:47:01,20.4132245
+41 787707882,Simon Steinmann,"Stadelmannstrasse 87
4855 Hinwil",1988-02-08,Europe/Copenhagen,8e:ff:c8:49:b2:a2,69743038,76.911868,CH,"$10,286.12",Zug,1970-10-16T15:56:53,21.555645
+410790723995,Musa Schaub,"Hafnerstrasse 7
6330 Spiez",1970-06-30,Asia/Baku,a5:69:46:b6:23:d1,12,10.675942,CH,"$91,041.19",Kriens,2021-12-06T04:42:44,68.4201855
+410792626528,Gladys Schumacher,"Fehrstrasse 70
2126 Buchs",2023-04-16,America/Regina,b1:55:8b:04:c3:90,1841915,-98.061617,CH,$45.21,Adliswil,1989-09-03T10:26:17,-57.8051065
0766221304,Camilla Amrein,"Vogtstrasse 32
3757 Muri",1978-01-23,Africa/Tripoli,4b:e9:3c:4e:46:bf,2,154.920748,CH,"$85,195.21",Liestal,1997-10-26T01:59:03,75.071289
+41795586540,Endrit Wenger,"Lüthistrasse 29
2452 Gossau",1996-12-30,Africa/Dar_es_Salaam,cd:50:fd:cd:f2:2b,3,50.786677,CH,$9.24,Horgen,2023-09-11T17:44:45,8.589457
